latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
63.427464,10.403427,12.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),pressure_msl (hPa),cloud_cover (%),visibility (m),wind_gusts_10m (km/h),temperature_80m (°C),wind_direction_10m (°),wind_speed_10m (km/h)
2025-01-01T00:00,-6.1,75,-10.0,0.00,0.00,0.00,0.00,0.10,999.6,41,28580.00,9.4,-5.3,160,4.0
2025-01-01T01:00,-6.4,74,-10.1,0.00,0.00,0.00,0.00,0.10,999.2,58,32060.00,6.5,-5.5,129,2.5
2025-01-01T02:00,-6.9,70,-11.2,0.00,0.00,0.00,0.00,0.10,998.6,23,31680.00,10.4,-5.6,162,6.5
2025-01-01T03:00,-7.5,69,-12.1,0.00,0.00,0.00,0.00,0.10,997.8,3,28980.00,12.2,-5.6,184,7.6
2025-01-01T04:00,-7.9,65,-12.5,0.00,0.00,0.00,0.00,0.10,997.3,11,26260.00,12.2,-5.6,160,7.2
2025-01-01T05:00,-8.9,67,-13.7,0.00,0.00,0.00,0.00,0.10,997.1,38,27100.00,14.4,-6.4,173,9.0
2025-01-01T06:00,-9.1,69,-14.1,0.00,0.00,0.00,0.00,0.10,996.2,80,25180.00,17.3,-6.4,179,10.4
2025-01-01T07:00,-9.2,68,-14.4,0.00,0.00,0.00,0.00,0.10,995.5,57,26720.00,18.7,-6.5,182,11.5
2025-01-01T08:00,-9.7,71,-15.1,0.00,0.00,0.00,0.00,0.09,995.5,0,35280.00,20.9,-7.5,182,13.0
2025-01-01T09:00,-9.9,71,-15.5,0.00,0.00,0.00,0.00,0.09,995.3,0,34660.00,23.4,-8.0,188,14.0
2025-01-01T10:00,-10.4,71,-15.8,0.00,0.00,0.00,0.00,0.09,995.3,1,36980.00,23.4,-8.1,184,12.2
2025-01-01T11:00,-11.0,69,-16.6,0.00,0.00,0.00,0.00,0.10,995.9,7,38880.00,22.7,-8.5,185,13.7
2025-01-01T12:00,-10.7,69,-16.3,0.00,0.00,0.00,0.00,0.10,995.6,14,41120.00,23.8,-8.9,185,14.0
2025-01-01T13:00,-10.8,68,-16.6,0.00,0.00,0.00,0.00,0.10,995.0,47,46160.00,25.9,-8.7,192,15.1
2025-01-01T14:00,-10.2,68,-15.8,0.00,0.00,0.00,0.00,0.10,995.2,77,46440.00,25.6,-8.5,186,14.0
2025-01-01T15:00,-9.7,66,-15.5,0.00,0.00,0.00,0.00,0.10,994.7,87,46140.00,25.9,-8.4,192,15.1
2025-01-01T16:00,-9.4,67,-15.5,0.00,0.00,0.00,0.00,0.10,994.0,91,49480.00,29.9,-8.0,191,17.3
2025-01-01T17:00,-8.9,69,-14.7,0.00,0.00,0.00,0.00,0.10,994.5,93,51120.00,29.9,-7.6,184,15.8
2025-01-01T18:00,-8.6,71,-14.5,0.00,0.00,0.00,0.00,0.10,994.3,97,53600.00,28.4,-7.2,188,16.6
2025-01-01T19:00,-8.5,78,-14.5,0.00,0.00,0.00,0.00,0.10,994.2,83,58000.00,30.6,-6.7,192,18.0
2025-01-01T20:00,-8.0,83,-13.7,0.00,0.00,0.00,0.00,0.09,994.1,100,54360.00,30.2,-6.6,190,16.6
2025-01-01T21:00,-7.3,85,-13.1,0.30,0.00,0.00,0.21,0.09,994.0,86,53080.00,32.0,-5.9,192,18.0
2025-01-01T22:00,-7.2,87,-13.0,0.00,0.00,0.00,0.00,0.09,993.7,87,51720.00,32.8,-5.1,194,18.4
2025-01-01T23:00,-6.7,89,-13.0,0.00,0.00,0.00,0.00,0.09,993.4,71,39740.00,37.8,-5.3,194,22.0
2025-01-02T00:00,-5.7,87,-11.8,0.50,0.00,0.00,0.35,0.09,993.2,97,42420.00,38.9,-4.4,206,20.9
2025-01-02T01:00,-4.8,86,-11.2,0.10,0.00,0.00,0.07,0.09,992.6,75,39980.00,40.7,-4.0,204,23.4
2025-01-02T02:00,-4.1,82,-10.8,0.10,0.00,0.00,0.07,0.09,992.6,88,28180.00,46.1,-3.3,225,25.9
2025-01-02T03:00,-3.6,84,-10.2,0.30,0.00,0.00,0.21,0.09,992.2,99,28840.00,46.1,-3.1,222,25.9
2025-01-02T04:00,-3.1,85,-8.9,0.50,0.00,0.00,0.35,0.09,991.4,95,32360.00,45.0,-2.8,221,20.5
2025-01-02T05:00,-3.0,85,-9.1,1.60,0.00,0.00,1.12,0.09,991.5,100,16180.00,47.5,-2.8,237,22.7
2025-01-02T06:00,-1.7,93,-6.1,2.70,0.00,0.00,1.89,0.10,991.7,100,21920.00,40.0,-1.4,254,12.6
2025-01-02T07:00,-0.3,56,-6.9,0.80,0.00,0.00,0.56,0.11,991.2,100,27080.00,43.6,-1.5,303,24.1
2025-01-02T08:00,-1.2,84,-6.1,0.20,0.00,0.00,0.14,0.12,991.4,100,21040.00,38.5,-1.8,270,15.5
2025-01-02T09:00,-1.4,68,-7.7,1.10,0.00,0.00,0.77,0.13,991.6,100,31660.00,40.3,-2.3,304,23.0
2025-01-02T10:00,-1.9,71,-9.1,0.10,0.00,0.00,0.07,0.13,992.2,94,35540.00,56.5,-2.6,314,29.2
2025-01-02T11:00,-1.9,61,-9.2,0.00,0.00,0.00,0.00,0.12,992.9,99,37460.00,51.1,-2.9,312,28.4
2025-01-02T12:00,-2.5,57,-10.2,0.10,0.00,0.00,0.07,0.13,993.4,100,37340.00,59.0,-3.4,303,30.6
2025-01-02T13:00,-2.9,66,-9.2,0.80,0.00,0.00,0.56,0.13,993.6,100,39800.00,55.4,-3.8,309,21.6
2025-01-02T14:00,-3.5,73,-10.1,1.30,0.00,0.00,0.91,0.13,994.5,100,46660.00,54.7,-4.5,292,23.8
2025-01-02T15:00,-3.8,60,-11.0,0.80,0.00,0.00,0.56,0.13,994.1,100,43900.00,53.3,-4.8,296,26.6
2025-01-02T16:00,-3.9,78,-9.4,0.80,0.00,0.00,0.56,0.14,994.1,100,46020.00,62.3,-5.0,293,16.9
2025-01-02T17:00,-4.5,69,-10.8,0.20,0.00,0.00,0.14,0.13,994.5,100,42540.00,45.4,-5.6,259,21.6
2025-01-02T18:00,-4.6,52,-10.8,0.00,0.00,0.00,0.00,0.13,993.8,100,39240.00,59.4,-5.8,290,19.1
2025-01-02T19:00,-4.3,72,-10.1,1.30,0.00,0.00,0.91,0.13,993.4,100,38100.00,45.7,-5.9,253,18.0
2025-01-02T20:00,-4.8,69,-10.3,0.60,0.00,0.00,0.42,0.14,993.3,100,42940.00,36.4,-5.8,248,15.8
2025-01-02T21:00,-5.0,82,-10.3,2.00,0.00,0.00,1.40,0.14,993.0,100,37360.00,32.4,-6.0,260,15.5
2025-01-02T22:00,-4.8,80,-10.0,1.50,0.00,0.00,1.05,0.14,992.2,99,35700.00,33.1,-5.9,235,15.1
2025-01-02T23:00,-5.3,75,-11.3,0.50,0.00,0.00,0.35,0.14,991.8,42,36520.00,41.8,-6.5,226,19.4
2025-01-03T00:00,-6.0,78,-12.8,0.00,0.00,0.00,0.00,0.14,991.0,100,39180.00,43.9,-6.4,200,25.2
2025-01-03T01:00,-5.6,75,-13.4,0.10,0.00,0.00,0.07,0.13,988.7,100,43880.00,55.1,-6.2,198,31.3
2025-01-03T02:00,-5.3,72,-14.9,0.90,0.00,0.00,0.63,0.14,985.5,100,4800.00,77.4,-6.1,203,43.6
2025-01-03T03:00,-5.2,79,-15.6,2.50,0.00,0.00,1.75,0.15,981.8,100,1280.00,93.2,-6.3,211,50.0
2025-01-03T04:00,-4.5,85,-11.6,2.40,0.00,0.00,1.68,0.17,980.2,100,1480.00,88.2,-5.3,188,28.4
2025-01-03T05:00,-3.3,89,-9.0,1.20,0.00,0.00,0.84,0.17,977.4,100,14200.00,62.6,-0.7,172,20.2
2025-01-03T06:00,-3.3,85,-12.3,4.40,0.00,0.00,3.08,0.17,979.4,100,23600.00,79.6,-0.5,50,42.1
2025-01-03T07:00,-4.9,71,-12.3,0.30,0.00,0.00,0.21,0.17,984.6,99,19600.00,71.3,-5.3,56,28.8
2025-01-03T08:00,-4.7,62,-12.4,0.00,0.00,0.00,0.00,0.17,989.9,81,56060.00,57.6,-4.7,35,29.5
2025-01-03T09:00,-4.7,60,-10.9,0.00,0.00,0.00,0.00,0.17,993.2,0,48900.00,51.5,-4.0,54,19.4
2025-01-03T10:00,-3.9,65,-9.4,0.00,0.00,0.00,0.00,0.17,996.4,0,52480.00,34.2,-3.5,32,15.8
2025-01-03T11:00,-6.7,70,-11.5,0.00,0.00,0.00,0.00,0.16,998.4,0,31460.00,24.5,-4.8,35,9.7
2025-01-03T12:00,-5.7,73,-10.0,0.00,0.00,0.00,0.00,0.16,999.0,31,26460.00,16.6,-4.5,139,7.2
2025-01-03T13:00,-5.8,78,-10.5,0.00,0.00,0.00,0.00,0.16,1000.2,36,36920.00,18.4,-4.7,184,10.8
2025-01-03T14:00,-5.8,81,-10.7,0.00,0.00,0.00,0.00,0.17,1000.9,55,41300.00,20.5,-5.1,184,11.5
2025-01-03T15:00,-5.8,78,-11.2,0.00,0.00,0.00,0.00,0.17,1001.3,82,48180.00,25.6,-5.1,182,15.1
2025-01-03T16:00,-5.8,76,-11.5,0.00,0.00,0.00,0.00,0.17,1001.4,98,48040.00,29.9,-4.9,188,17.3
2025-01-03T17:00,-5.9,74,-11.7,0.00,0.00,0.00,0.00,0.17,1001.8,54,52580.00,31.3,-4.5,193,17.3
2025-01-03T18:00,-5.7,72,-11.2,0.00,0.00,0.00,0.00,0.17,1002.1,78,60420.00,30.6,-4.2,186,15.8
2025-01-03T19:00,-5.6,65,-12.0,0.00,0.00,0.00,0.00,0.17,1001.7,73,65580.00,36.0,-3.9,197,20.9
2025-01-03T20:00,-5.4,64,-11.8,0.00,0.00,0.00,0.00,0.16,1001.1,97,66200.00,38.5,-3.3,203,20.9
2025-01-03T21:00,-4.9,67,-11.7,0.00,0.00,0.00,0.00,0.16,1000.5,73,53060.00,42.8,-3.2,206,24.5
2025-01-03T22:00,-3.8,78,-9.5,0.00,0.00,0.00,0.00,0.16,1000.9,100,38960.00,43.2,-3.0,217,18.4
2025-01-03T23:00,-3.4,87,-8.3,0.30,0.00,0.00,0.21,0.16,1001.1,100,27820.00,35.3,-3.0,190,14.0
2025-01-04T00:00,-3.0,89,-7.5,1.00,0.00,0.00,0.70,0.17,1000.9,98,21060.00,28.8,-2.4,235,11.5
2025-01-04T01:00,-3.0,87,-8.1,0.50,0.00,0.00,0.35,0.17,1000.6,100,20500.00,28.8,-1.9,202,15.8
2025-01-04T02:00,-2.3,86,-8.6,0.30,0.00,0.00,0.21,0.16,1000.6,100,25060.00,43.2,-1.6,232,24.8
2025-01-04T03:00,-1.6,84,-7.9,1.40,0.00,0.00,0.98,0.17,1000.9,100,22460.00,44.3,-1.4,249,24.8
2025-01-04T04:00,-1.2,81,-8.3,1.60,0.00,0.00,1.12,0.17,1000.5,100,20280.00,54.0,-1.3,266,30.2
2025-01-04T05:00,-1.0,73,-7.5,0.80,0.00,0.00,0.56,0.17,1000.2,99,18000.00,52.6,-1.5,254,25.2
2025-01-04T06:00,-1.0,85,-7.2,2.40,0.00,0.00,1.68,0.17,1000.1,90,19640.00,44.6,-1.3,277,24.8
2025-01-04T07:00,-1.1,81,-7.5,0.20,0.00,0.00,0.14,0.17,999.5,86,20260.00,52.2,-1.2,273,25.6
2025-01-04T08:00,-1.2,85,-6.6,0.00,0.00,0.00,0.00,0.15,999.9,91,20500.00,45.4,-1.3,221,18.7
2025-01-04T09:00,-1.4,78,-6.9,0.00,0.00,0.00,0.00,0.15,1000.0,91,22200.00,36.7,-1.1,253,18.7
2025-01-04T10:00,-1.3,83,-7.5,0.00,0.00,0.00,0.00,0.15,1000.2,93,20480.00,45.0,-1.1,257,23.8
2025-01-04T11:00,-1.2,82,-6.3,0.10,0.00,0.00,0.07,0.16,1000.5,100,20380.00,40.0,-1.2,226,16.2
2025-01-04T12:00,-1.6,86,-7.0,0.00,0.00,0.00,0.00,0.16,1000.4,92,24380.00,38.5,-1.3,221,19.1
2025-01-04T13:00,-1.2,86,-6.7,0.00,0.00,0.00,0.00,0.16,1000.5,95,29620.00,34.9,-1.4,219,19.4
2025-01-04T14:00,-1.3,83,-7.8,0.00,0.00,0.00,0.00,0.17,1000.1,82,29300.00,45.4,-1.4,217,26.3
2025-01-04T15:00,-1.5,83,-7.8,0.00,0.00,0.00,0.00,0.17,999.8,100,30980.00,46.1,-1.5,217,25.2
2025-01-04T16:00,-1.5,85,-7.5,0.00,0.00,0.00,0.00,0.17,999.7,100,31320.00,44.3,-1.6,214,23.4
2025-01-04T17:00,-1.5,85,-6.8,0.00,0.00,0.00,0.00,0.17,1000.6,77,27880.00,38.2,-1.7,212,18.4
2025-01-04T18:00,-1.7,85,-7.5,0.00,0.00,0.00,0.00,0.17,1000.1,93,31140.00,37.4,-1.6,211,21.2
2025-01-04T19:00,-1.6,86,-6.9,0.10,0.00,0.00,0.07,0.17,999.9,78,30400.00,36.4,-1.6,216,18.4
2025-01-04T20:00,-1.5,84,-7.6,0.30,0.00,0.00,0.21,0.16,1000.3,100,25680.00,41.8,-1.8,221,23.4
2025-01-04T21:00,-1.4,87,-6.8,1.00,0.00,0.00,0.70,0.17,1000.3,99,27920.00,40.0,-1.7,222,19.4
2025-01-04T22:00,-0.8,84,-7.2,0.40,0.00,0.00,0.28,0.17,1000.1,95,28860.00,45.0,-1.7,212,26.3
2025-01-04T23:00,-1.5,86,-7.2,0.30,0.00,0.00,0.21,0.17,1000.5,100,22360.00,44.6,-1.6,234,21.2
2025-01-05T00:00,-1.4,85,-6.8,0.70,0.00,0.00,0.49,0.17,1000.4,100,26260.00,38.5,-1.5,227,19.4
2025-01-05T01:00,-1.4,84,-7.1,0.10,0.00,0.00,0.07,0.17,1000.5,100,27220.00,36.4,-1.4,211,20.9
2025-01-05T02:00,-1.7,84,-7.9,0.20,0.00,0.00,0.14,0.17,1001.0,100,28000.00,42.8,-1.4,217,24.1
2025-01-05T03:00,-1.5,85,-7.9,0.60,0.00,0.00,0.42,0.17,1000.7,99,30320.00,45.0,-1.3,216,25.6
2025-01-05T04:00,-1.5,83,-7.6,0.50,0.00,0.00,0.35,0.17,1000.9,100,34940.00,47.2,-1.2,214,23.4
2025-01-05T05:00,-1.8,84,-8.2,0.00,0.00,0.00,0.00,0.17,1000.8,96,31100.00,46.4,-1.6,214,25.2
2025-01-05T06:00,-1.6,85,-7.7,0.50,0.00,0.00,0.35,0.16,1000.8,100,35120.00,46.1,-1.6,221,24.1
2025-01-05T07:00,-1.7,85,-7.5,0.00,0.00,0.00,0.00,0.16,1000.8,100,35420.00,41.4,-1.6,214,21.6
2025-01-05T08:00,-2.2,81,-8.4,0.00,0.00,0.00,0.00,0.17,1001.0,100,34000.00,40.7,-1.9,216,23.4
2025-01-05T09:00,-2.3,82,-7.9,0.00,0.00,0.00,0.00,0.17,1000.9,100,38780.00,40.7,-1.8,205,19.4
2025-01-05T10:00,-2.4,83,-7.8,0.00,0.00,0.00,0.00,0.17,1001.2,100,40280.00,34.2,-1.9,190,18.4
2025-01-05T11:00,-2.5,83,-8.1,0.00,0.00,0.00,0.00,0.19,1001.7,81,39760.00,32.0,-2.2,192,18.7
2025-01-05T12:00,-2.9,81,-8.6,0.00,0.00,0.00,0.00,0.19,1001.6,73,43960.00,33.1,-2.0,193,19.4
2025-01-05T13:00,-3.0,79,-8.8,0.00,0.00,0.00,0.00,0.19,1001.5,55,49280.00,34.2,-2.3,195,19.8
2025-01-05T14:00,-3.0,78,-8.6,0.00,0.00,0.00,0.00,0.19,1001.4,67,54220.00,33.8,-2.3,195,18.4
2025-01-05T15:00,-3.3,81,-8.7,0.00,0.00,0.00,0.00,0.19,1001.3,78,55060.00,32.0,-2.6,193,16.9
2025-01-05T16:00,-3.3,73,-8.5,0.00,0.00,0.00,0.00,0.19,1000.9,77,55540.00,28.8,-2.8,185,14.4
2025-01-05T17:00,-3.9,67,-9.2,0.00,0.00,0.00,0.00,0.19,1000.5,76,48880.00,25.2,-3.3,193,14.4
2025-01-05T18:00,-4.6,65,-10.0,0.00,0.00,0.00,0.00,0.19,1000.2,99,43660.00,25.2,-3.5,194,14.4
2025-01-05T19:00,-5.1,64,-10.6,0.00,0.00,0.00,0.00,0.19,999.9,100,40900.00,25.6,-3.9,192,14.8
2025-01-05T20:00,-5.8,63,-11.3,0.00,0.00,0.00,0.00,0.18,999.8,99,33300.00,25.6,-5.0,193,14.4
2025-01-05T21:00,-6.9,61,-12.7,0.00,0.00,0.00,0.00,0.18,999.9,82,29360.00,28.1,-5.1,195,16.2
2025-01-05T22:00,-7.5,62,-12.5,0.00,0.00,0.00,0.00,0.18,1000.1,99,31740.00,27.4,-5.3,178,10.4
2025-01-05T23:00,-8.1,64,-12.5,0.00,0.00,0.00,0.00,0.18,1000.0,97,34200.00,15.8,-5.6,142,6.1
2025-01-06T00:00,-10.0,63,-14.8,0.00,0.00,0.00,0.00,0.18,999.8,98,35000.00,13.0,-5.6,176,7.9
2025-01-06T01:00,-11.4,62,-16.2,0.00,0.00,0.00,0.00,0.18,999.5,94,36320.00,13.0,-5.6,176,7.6
2025-01-06T02:00,-11.5,65,-16.3,0.00,0.00,0.00,0.00,0.17,999.6,86,28080.00,14.0,-5.4,178,7.9
2025-01-06T03:00,-10.1,65,-15.0,0.00,0.00,0.00,0.00,0.17,999.1,82,24080.00,14.4,-5.5,182,8.6
2025-01-06T04:00,-10.4,66,-15.3,0.00,0.00,0.00,0.00,0.17,998.8,11,30440.00,15.1,-5.4,187,9.0
2025-01-06T05:00,-10.9,69,-15.2,0.00,0.00,0.00,0.00,0.17,999.2,3,25540.00,15.1,-5.8,146,5.0
2025-01-06T06:00,-11.3,68,-15.8,0.00,0.00,0.00,0.00,0.17,998.9,24,23960.00,9.4,-6.0,151,5.8
2025-01-06T07:00,-11.7,67,-16.2,0.00,0.00,0.00,0.00,0.17,998.6,21,24540.00,9.0,-6.1,149,5.8
2025-01-06T08:00,-13.4,75,-17.9,0.00,0.00,0.00,0.00,0.19,998.2,0,19120.00,9.7,-6.5,137,5.0
2025-01-06T09:00,-13.6,75,-18.1,0.00,0.00,0.00,0.00,0.19,998.2,0,15040.00,8.6,-6.6,138,5.4
2025-01-06T10:00,-12.2,74,-16.6,0.00,0.00,0.00,0.00,0.19,998.3,3,14640.00,8.6,-6.8,131,5.4
2025-01-06T11:00,-12.0,76,-16.5,0.00,0.00,0.00,0.00,0.20,998.2,28,13300.00,9.0,-6.9,136,5.8
2025-01-06T12:00,-12.8,76,-17.3,0.00,0.00,0.00,0.00,0.20,997.7,30,15620.00,9.7,-6.9,134,5.4
2025-01-06T13:00,-12.7,75,-17.2,0.00,0.00,0.00,0.00,0.20,997.3,56,18260.00,9.4,-6.9,124,5.4
2025-01-06T14:00,-11.3,77,-15.5,0.00,0.00,0.00,0.00,0.18,996.9,77,7540.00,7.6,-7.2,112,4.3
2025-01-06T15:00,-10.5,78,-14.9,0.00,0.00,0.00,0.00,0.18,996.5,97,11880.00,10.8,-7.0,97,6.1
2025-01-06T16:00,-10.0,80,-14.6,0.00,0.00,0.00,0.00,0.18,995.8,100,18460.00,13.0,-6.7,84,7.9
2025-01-06T17:00,-9.4,84,-14.1,0.00,0.00,0.00,0.00,0.18,995.8,100,30620.00,14.0,-6.5,87,8.6
2025-01-06T18:00,-8.4,81,-13.1,0.00,0.00,0.00,0.00,0.18,995.4,100,35680.00,15.1,-6.2,83,9.4
2025-01-06T19:00,-7.8,78,-12.4,0.00,0.00,0.00,0.00,0.18,994.9,100,39020.00,16.6,-6.0,96,8.3
2025-01-06T20:00,-6.6,77,-10.7,0.00,0.00,0.00,0.00,0.16,994.4,100,36040.00,14.0,-5.8,91,5.8
2025-01-06T21:00,-6.1,80,-10.2,0.00,0.00,0.00,0.00,0.16,994.2,100,35980.00,10.4,-5.5,89,6.1
2025-01-06T22:00,-5.7,79,-10.3,0.00,0.00,0.00,0.00,0.16,994.1,100,35440.00,16.9,-5.2,86,9.7
2025-01-06T23:00,-5.1,79,-10.1,0.00,0.00,0.00,0.00,0.16,993.7,100,36340.00,21.2,-4.8,74,12.6
2025-01-07T00:00,-4.7,79,-10.7,0.10,0.00,0.00,0.07,0.16,992.9,100,35640.00,34.2,-4.8,69,19.8
2025-01-07T01:00,-3.7,76,-10.3,0.20,0.00,0.00,0.14,0.16,991.9,100,34640.00,42.8,-5.2,68,24.8
2025-01-07T02:00,-3.7,77,-10.6,0.10,0.00,0.00,0.07,0.16,990.9,100,35820.00,45.7,-5.1,67,26.6
2025-01-07T03:00,-3.6,73,-11.0,0.00,0.00,0.00,0.00,0.15,989.6,100,37920.00,51.1,-5.0,67,29.5
2025-01-07T04:00,-3.3,72,-10.9,0.00,0.00,0.00,0.00,0.15,988.6,100,41300.00,54.7,-4.5,70,31.3
2025-01-07T05:00,-3.5,71,-10.9,0.00,0.00,0.00,0.00,0.15,988.4,100,54200.00,56.2,-3.8,70,29.9
2025-01-07T06:00,-3.4,72,-10.5,0.10,0.00,0.00,0.07,0.15,987.3,100,57420.00,51.8,-3.6,71,27.7
2025-01-07T07:00,-3.1,70,-10.7,0.10,0.00,0.00,0.07,0.15,986.3,100,58880.00,53.3,-3.6,72,30.6
2025-01-07T08:00,-3.2,68,-10.5,0.00,0.00,0.00,0.00,0.18,986.9,100,60000.00,55.1,-3.7,70,28.4
2025-01-07T09:00,-3.3,70,-10.7,0.10,0.00,0.00,0.07,0.18,986.4,100,60440.00,51.8,-4.0,69,29.5
2025-01-07T10:00,-3.6,70,-10.9,0.10,0.00,0.00,0.07,0.18,986.3,100,58800.00,52.2,-4.4,70,29.2
2025-01-07T11:00,-3.6,66,-10.5,0.00,0.00,0.00,0.00,0.18,986.3,100,61420.00,49.3,-4.4,71,25.6
2025-01-07T12:00,-3.7,65,-10.4,0.00,0.00,0.00,0.00,0.18,985.8,100,62260.00,45.0,-4.8,73,24.1
2025-01-07T13:00,-3.6,63,-9.9,0.00,0.00,0.00,0.00,0.18,985.4,100,61960.00,42.5,-5.0,77,21.2
2025-01-07T14:00,-3.6,64,-10.2,0.00,0.00,0.00,0.00,0.17,985.4,100,63460.00,42.5,-4.3,72,23.0
2025-01-07T15:00,-3.6,64,-9.8,0.00,0.00,0.00,0.00,0.17,985.0,100,64000.00,40.7,-4.5,74,20.5
2025-01-07T16:00,-3.6,64,-9.6,0.00,0.00,0.00,0.00,0.17,985.0,98,64220.00,36.0,-4.4,72,19.4
2025-01-07T17:00,-3.6,63,-10.2,0.00,0.00,0.00,0.00,0.17,985.1,98,66600.00,40.3,-4.1,71,23.0
2025-01-07T18:00,-4.2,64,-10.6,0.00,0.00,0.00,0.00,0.17,985.5,99,65960.00,40.3,-4.2,69,21.6
2025-01-07T19:00,-4.5,64,-10.9,0.00,0.00,0.00,0.00,0.17,985.7,99,65500.00,38.2,-4.4,67,21.2
2025-01-07T20:00,-4.8,65,-11.5,0.00,0.00,0.00,0.00,0.17,985.7,92,66260.00,41.4,-4.5,63,23.0
2025-01-07T21:00,-5.2,66,-11.5,0.00,0.00,0.00,0.00,0.17,985.4,70,65480.00,40.3,-4.7,71,20.9
2025-01-07T22:00,-5.5,68,-11.2,0.00,0.00,0.00,0.00,0.17,985.3,22,63840.00,37.1,-4.9,77,16.6
2025-01-07T23:00,-6.0,68,-11.9,0.00,0.00,0.00,0.00,0.17,985.1,21,65260.00,31.0,-5.0,66,17.6
2025-01-08T00:00,-6.3,69,-12.3,0.00,0.00,0.00,0.00,0.17,985.0,9,60540.00,31.7,-5.2,63,18.4
2025-01-08T01:00,-6.8,70,-13.1,0.00,0.00,0.00,0.00,0.17,984.8,15,55840.00,35.6,-5.3,60,20.5
2025-01-08T02:00,-7.2,71,-13.8,0.00,0.00,0.00,0.00,0.16,984.9,45,59820.00,38.2,-5.3,58,22.0
2025-01-08T03:00,-7.1,69,-13.6,0.00,0.00,0.00,0.00,0.16,984.8,51,59020.00,37.8,-5.6,63,21.2
2025-01-08T04:00,-6.9,68,-13.2,0.00,0.00,0.00,0.00,0.16,984.9,54,60460.00,37.1,-5.8,66,19.8
2025-01-08T05:00,-6.9,75,-12.9,0.00,0.00,0.00,0.00,0.16,985.8,73,59120.00,35.6,-5.8,74,18.4
2025-01-08T06:00,-7.2,77,-13.2,0.00,0.00,0.00,0.00,0.16,985.6,65,58140.00,32.8,-6.0,74,18.4
2025-01-08T07:00,-7.4,77,-13.4,0.00,0.00,0.00,0.00,0.16,985.5,66,59560.00,32.8,-6.1,71,18.4
2025-01-08T08:00,-7.8,76,-13.6,0.00,0.00,0.00,0.00,0.18,985.8,70,60800.00,30.6,-5.9,70,16.9
2025-01-08T09:00,-8.2,74,-14.0,0.00,0.00,0.00,0.00,0.18,986.1,46,54960.00,31.0,-6.0,73,16.2
2025-01-08T10:00,-8.9,74,-14.0,0.00,0.00,0.00,0.00,0.18,986.7,32,49160.00,28.4,-6.1,85,11.5
2025-01-08T11:00,-9.7,79,-14.1,0.00,0.00,0.00,0.00,0.18,987.6,38,45480.00,19.8,-6.0,95,6.1
2025-01-08T12:00,-10.0,81,-14.1,0.00,0.00,0.00,0.00,0.18,987.6,27,42600.00,10.8,-6.1,106,4.0
2025-01-08T13:00,-10.1,80,-14.1,0.00,0.00,0.00,0.00,0.18,987.9,26,44840.00,7.2,-6.2,120,3.6
2025-01-08T14:00,-9.6,80,-13.5,0.00,0.00,0.00,0.00,0.17,988.3,36,41640.00,7.6,-6.2,114,2.9
2025-01-08T15:00,-9.3,80,-13.2,0.00,0.00,0.00,0.00,0.17,988.5,78,40520.00,5.8,-6.2,133,3.2
2025-01-08T16:00,-9.9,82,-13.9,0.00,0.00,0.00,0.00,0.17,989.0,54,41760.00,7.2,-6.2,156,4.3
2025-01-08T17:00,-10.3,83,-14.5,0.00,0.00,0.00,0.00,0.17,990.3,86,38020.00,7.9,-6.1,165,4.7
2025-01-08T18:00,-10.4,83,-14.5,0.00,0.00,0.00,0.00,0.17,990.6,66,34480.00,7.6,-6.2,164,4.3
2025-01-08T19:00,-10.3,85,-14.5,0.00,0.00,0.00,0.00,0.17,991.2,75,31080.00,8.3,-6.3,184,5.0
2025-01-08T20:00,-10.3,83,-14.7,0.00,0.00,0.00,0.00,0.16,992.0,50,34260.00,10.1,-6.4,160,6.5
2025-01-08T21:00,-9.9,83,-14.2,0.00,0.00,0.00,0.00,0.16,992.5,56,31900.00,10.1,-6.5,172,6.1
2025-01-08T22:00,-9.6,81,-13.8,0.00,0.00,0.00,0.00,0.16,993.1,53,30700.00,9.4,-6.6,164,5.0
2025-01-08T23:00,-8.8,81,-12.6,0.00,0.00,0.00,0.00,0.16,993.9,68,22600.00,6.5,-6.5,133,3.2
2025-01-09T00:00,-8.2,81,-12.1,0.00,0.00,0.00,0.00,0.16,994.1,74,23620.00,6.5,-6.4,144,4.0
2025-01-09T01:00,-8.0,81,-11.9,0.00,0.00,0.00,0.00,0.16,994.3,65,20860.00,6.8,-6.1,160,4.0
2025-01-09T02:00,-7.0,84,-10.8,0.00,0.00,0.00,0.00,0.16,994.9,40,23360.00,6.8,-5.5,134,4.0
2025-01-09T03:00,-6.9,84,-10.8,0.00,0.00,0.00,0.00,0.16,995.2,47,25420.00,7.2,-5.5,155,4.7
2025-01-09T04:00,-6.8,82,-10.6,0.00,0.00,0.00,0.00,0.16,995.4,62,28760.00,7.6,-5.3,144,4.3
2025-01-09T05:00,-6.4,86,-10.0,0.00,0.00,0.00,0.00,0.16,996.8,79,29460.00,6.8,-4.7,130,2.9
2025-01-09T06:00,-6.3,87,-9.8,0.00,0.00,0.00,0.00,0.16,996.7,58,30380.00,5.4,-4.7,89,2.9
