latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
63.427464,10.403427,12.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),pressure_msl (hPa),cloud_cover (%),visibility (m),wind_gusts_10m (km/h),temperature_80m (°C),wind_direction_10m (°),wind_speed_10m (km/h)
2025-01-24T13:00,-1.8,73,-5.4,0.00,0.00,0.00,0.00,0.05,990.4,9,52420.00,7.9,-0.6,168,4.7
2025-01-24T14:00,-1.3,70,-4.9,0.00,0.00,0.00,0.00,0.05,989.1,8,58900.00,10.4,-0.7,148,4.7
2025-01-24T15:00,-0.9,68,-4.7,0.00,0.00,0.00,0.00,0.05,987.8,12,58760.00,10.1,-0.5,129,6.1
2025-01-24T16:00,-1.2,68,-5.3,0.00,0.00,0.00,0.00,0.05,986.4,20,58220.00,13.7,-0.7,139,7.9
2025-01-24T17:00,-1.5,70,-6.0,0.00,0.00,0.00,0.00,0.05,985.8,5,58560.00,20.5,-0.8,159,10.8
2025-01-24T18:00,-1.8,72,-5.8,0.00,0.00,0.00,0.00,0.05,984.1,11,57220.00,19.4,-0.3,163,7.9
2025-01-24T19:00,-0.9,72,-5.5,0.00,0.00,0.00,0.00,0.05,982.7,69,57800.00,21.6,-0.3,160,12.2
2025-01-24T20:00,-0.4,69,-5.4,0.00,0.00,0.00,0.00,0.06,981.5,100,58600.00,26.3,0.2,169,14.8
2025-01-24T21:00,0.3,68,-4.3,0.00,0.00,0.00,0.00,0.05,979.6,100,57680.00,25.9,0.8,154,12.6
2025-01-24T22:00,1.8,69,-2.8,0.00,0.00,0.00,0.00,0.05,978.3,100,58380.00,25.2,1.4,148,13.7
2025-01-24T23:00,2.3,68,-3.0,0.00,0.00,0.00,0.00,0.05,977.0,100,57900.00,33.5,2.1,152,18.7
2025-01-25T00:00,2.7,69,-1.3,0.00,0.00,0.00,0.00,0.05,975.9,98,57100.00,37.1,2.3,146,10.4
2025-01-25T01:00,3.7,65,-0.9,0.00,0.00,0.00,0.00,0.05,974.2,46,57980.00,28.8,2.8,160,14.8
2025-01-25T02:00,3.7,74,0.8,0.00,0.00,0.00,0.00,0.05,973.5,20,60740.00,27.4,3.4,218,4.3
2025-01-25T03:00,4.4,71,0.2,0.00,0.00,0.00,0.00,0.05,972.9,14,59520.00,25.2,4.1,164,13.7
2025-01-25T04:00,4.8,73,0.9,0.00,0.00,0.00,0.00,0.05,972.7,32,65420.00,25.2,5.2,173,12.6
2025-01-25T05:00,5.0,83,0.6,0.00,0.00,0.00,0.00,0.05,972.3,100,67460.00,40.0,6.0,174,18.0
2025-01-25T06:00,5.1,75,1.8,0.00,0.00,0.00,0.00,0.05,971.6,93,68520.00,32.0,6.1,198,9.4
2025-01-25T07:00,5.4,71,1.5,0.00,0.00,0.00,0.00,0.05,971.1,89,70720.00,23.0,6.3,197,12.6
2025-01-25T08:00,6.1,64,0.2,0.00,0.00,0.00,0.00,0.03,970.4,63,71560.00,45.0,6.8,185,25.2
2025-01-25T09:00,6.2,64,0.3,0.00,0.00,0.00,0.00,0.03,970.5,89,72320.00,46.1,6.8,186,25.2
2025-01-25T10:00,6.2,62,0.3,0.00,0.00,0.00,0.00,0.03,970.8,100,71280.00,45.0,6.6,186,25.6
2025-01-25T11:00,6.4,61,0.6,0.00,0.00,0.00,0.00,0.03,971.5,99,72380.00,44.3,6.8,186,24.1
2025-01-25T12:00,6.5,61,0.5,0.00,0.00,0.00,0.00,0.03,971.8,99,73680.00,46.1,7.0,184,25.6
2025-01-25T13:00,6.7,59,0.8,0.00,0.00,0.00,0.00,0.03,972.2,99,73420.00,46.4,6.9,182,25.6
2025-01-25T14:00,7.0,60,0.6,0.00,0.00,0.00,0.00,0.04,971.9,97,74120.00,52.6,7.7,178,28.8
2025-01-25T15:00,7.2,57,1.5,0.00,0.00,0.00,0.00,0.04,972.1,99,74240.00,51.8,7.6,173,24.1
2025-01-25T16:00,7.4,57,1.7,0.00,0.00,0.00,0.00,0.04,972.4,99,73780.00,46.8,7.3,171,23.4
2025-01-25T17:00,7.4,58,1.6,0.00,0.00,0.00,0.00,0.04,973.0,88,74480.00,49.0,7.2,174,25.2
2025-01-25T18:00,7.2,57,1.5,0.00,0.00,0.00,0.00,0.04,973.0,100,75020.00,46.8,7.0,175,23.8
2025-01-25T19:00,7.0,56,1.3,0.00,0.00,0.00,0.00,0.04,973.2,100,75060.00,44.3,6.5,176,23.8
2025-01-25T20:00,6.9,56,1.2,0.00,0.00,0.00,0.00,0.04,973.5,100,75460.00,45.4,6.8,181,23.0
2025-01-25T21:00,6.7,58,1.4,0.00,0.00,0.00,0.00,0.04,974.4,100,75660.00,42.1,6.8,194,20.2
2025-01-25T22:00,6.7,60,1.9,0.00,0.00,0.00,0.00,0.04,976.1,100,73340.00,37.4,6.8,201,17.6
2025-01-25T23:00,6.5,68,1.5,0.00,0.00,0.00,0.00,0.04,977.3,100,60960.00,40.3,6.2,209,20.9
2025-01-26T00:00,6.4,78,1.9,0.10,0.10,0.00,0.00,0.04,978.9,100,61400.00,42.1,5.3,220,19.8
2025-01-26T01:00,5.9,79,0.9,0.10,0.10,0.00,0.00,0.04,980.1,98,69060.00,43.2,5.7,221,22.7
2025-01-26T02:00,5.3,78,0.0,0.10,0.10,0.00,0.00,0.04,981.4,92,59660.00,43.9,5.2,222,23.8
2025-01-26T03:00,5.8,77,-0.1,0.00,0.00,0.00,0.00,0.04,982.1,98,61580.00,50.8,5.4,218,28.4
2025-01-26T04:00,5.1,79,-0.8,0.00,0.00,0.00,0.00,0.04,983.5,97,53980.00,51.8,5.1,219,27.7
2025-01-26T05:00,4.7,73,-2.1,0.00,0.00,0.00,0.00,0.04,985.1,94,52540.00,57.2,5.2,231,32.4
2025-01-26T06:00,4.8,76,-1.9,0.00,0.00,0.00,0.00,0.04,986.2,98,61400.00,60.8,5.0,232,32.4
2025-01-26T07:00,5.2,71,-1.9,0.00,0.00,0.00,0.00,0.04,987.7,58,66740.00,65.9,5.0,236,34.2
2025-01-26T08:00,5.0,69,-1.1,0.00,0.00,0.00,0.00,0.04,988.9,37,64800.00,54.4,4.8,225,27.4
2025-01-26T09:00,5.1,68,-1.1,0.00,0.00,0.00,0.00,0.04,990.8,89,65760.00,49.7,4.8,225,27.4
2025-01-26T10:00,5.0,71,-0.6,0.00,0.00,0.00,0.00,0.04,992.3,100,63880.00,48.6,4.7,213,23.8
2025-01-26T11:00,5.1,67,-0.6,0.00,0.00,0.00,0.00,0.04,993.5,86,65660.00,43.9,4.9,209,23.8
2025-01-26T12:00,5.2,64,0.3,0.00,0.00,0.00,0.00,0.04,994.1,70,69840.00,41.8,5.2,211,17.6
2025-01-26T13:00,4.3,67,0.6,0.00,0.00,0.00,0.00,0.04,994.2,32,72380.00,31.0,5.4,185,9.4
2025-01-26T14:00,4.1,64,0.2,0.00,0.00,0.00,0.00,0.04,993.9,36,76000.00,20.5,5.2,164,10.1
2025-01-26T15:00,3.9,57,-1.3,0.00,0.00,0.00,0.00,0.04,993.4,77,76360.00,30.6,5.3,173,17.3
2025-01-26T16:00,4.7,53,-1.3,0.00,0.00,0.00,0.00,0.04,993.1,80,76500.00,41.0,5.1,177,23.0
2025-01-26T17:00,4.9,53,-0.8,0.00,0.00,0.00,0.00,0.04,993.6,85,76300.00,36.4,4.6,171,20.5
2025-01-26T18:00,4.7,52,-0.9,0.00,0.00,0.00,0.00,0.04,993.7,100,75860.00,39.6,4.3,175,19.4
2025-01-26T19:00,4.7,50,0.2,0.00,0.00,0.00,0.00,0.04,993.8,100,75900.00,33.8,3.9,181,11.9
2025-01-26T20:00,4.5,50,-1.4,0.00,0.00,0.00,0.00,0.04,993.1,99,75800.00,37.4,3.4,186,21.2
2025-01-26T21:00,4.3,53,-1.1,0.00,0.00,0.00,0.00,0.04,992.8,100,75820.00,39.6,3.3,197,18.7
2025-01-26T22:00,4.1,55,-0.6,0.00,0.00,0.00,0.00,0.04,992.6,100,75480.00,33.1,3.1,194,14.0
2025-01-26T23:00,4.2,60,0.5,0.00,0.00,0.00,0.00,0.04,993.2,100,74560.00,23.0,3.0,187,7.6
2025-01-27T00:00,3.9,58,-0.7,0.00,0.00,0.00,0.00,0.04,993.0,99,73220.00,23.4,2.7,180,13.0
2025-01-27T01:00,3.4,58,-1.5,0.00,0.00,0.00,0.00,0.04,992.7,49,71860.00,26.6,2.6,188,15.1
2025-01-27T02:00,2.8,63,-2.4,0.00,0.00,0.00,0.00,0.04,993.0,3,70740.00,31.3,2.3,190,17.6
2025-01-27T03:00,2.5,64,-3.0,0.00,0.00,0.00,0.00,0.04,992.9,56,70520.00,34.9,2.2,190,19.4
2025-01-27T04:00,2.3,64,-3.3,0.00,0.00,0.00,0.00,0.04,992.9,96,70280.00,37.1,2.2,192,20.5
2025-01-27T05:00,2.5,64,-3.0,0.00,0.00,0.00,0.00,0.04,993.6,80,70900.00,37.8,2.5,186,19.8
2025-01-27T06:00,2.8,63,-2.4,0.00,0.00,0.00,0.00,0.04,993.2,100,68960.00,34.6,2.7,189,17.6
2025-01-27T07:00,3.1,62,-1.2,0.00,0.00,0.00,0.00,0.04,993.0,100,64260.00,31.0,2.9,190,11.5
2025-01-27T08:00,3.4,62,-0.8,0.00,0.00,0.00,0.00,0.04,992.5,99,62800.00,20.9,3.4,174,11.2
2025-01-27T09:00,3.4,60,-1.2,0.00,0.00,0.00,0.00,0.04,992.6,66,58800.00,24.1,3.2,176,13.3
2025-01-27T10:00,3.2,63,-1.3,0.00,0.00,0.00,0.00,0.04,992.5,33,55480.00,25.2,3.2,171,13.3
2025-01-27T11:00,2.9,64,-1.3,0.00,0.00,0.00,0.00,0.04,992.2,80,61940.00,24.5,3.2,175,11.2
2025-01-27T12:00,2.9,62,-1.7,0.00,0.00,0.00,0.00,0.04,991.9,88,65240.00,24.5,2.5,180,13.7
2025-01-27T13:00,3.3,62,-2.0,0.00,0.00,0.00,0.00,0.04,991.6,87,68300.00,33.1,2.7,184,18.4
2025-01-27T14:00,3.8,61,-2.0,0.00,0.00,0.00,0.00,0.04,991.3,88,68820.00,39.6,3.2,185,22.3
2025-01-27T15:00,4.3,61,-0.6,0.00,0.00,0.00,0.00,0.04,990.8,83,67140.00,40.0,3.1,181,16.9
2025-01-27T16:00,4.3,63,0.0,0.00,0.00,0.00,0.00,0.04,990.3,74,67020.00,30.2,3.1,158,12.6
2025-01-27T17:00,4.0,63,-1.0,0.00,0.00,0.00,0.00,0.04,989.8,62,65340.00,31.0,2.7,164,17.6
2025-01-27T18:00,3.2,64,-2.3,0.00,0.00,0.00,0.00,0.04,989.0,57,63180.00,35.6,2.2,170,20.5
2025-01-27T19:00,2.9,66,-2.1,0.00,0.00,0.00,0.00,0.04,988.5,98,60280.00,35.6,1.6,169,16.9
2025-01-27T20:00,2.8,63,-2.8,0.00,0.00,0.00,0.00,0.04,988.1,99,66280.00,37.4,1.5,164,20.5
2025-01-27T21:00,2.8,62,-3.1,0.00,0.00,0.00,0.00,0.04,987.7,100,64420.00,41.0,1.3,164,22.3
2025-01-27T22:00,2.7,63,-3.0,0.00,0.00,0.00,0.00,0.04,987.2,100,64000.00,41.8,1.3,171,21.2
2025-01-27T23:00,2.5,65,-2.1,0.00,0.00,0.00,0.00,0.04,986.5,100,64500.00,35.6,1.6,167,13.3
2025-01-28T00:00,2.5,64,-2.5,0.00,0.00,0.00,0.00,0.04,986.1,100,64720.00,28.4,1.6,171,16.2
2025-01-28T01:00,2.3,64,-2.3,0.00,0.00,0.00,0.00,0.04,985.9,100,65700.00,29.2,1.7,177,13.0
2025-01-28T02:00,2.0,64,-2.7,0.00,0.00,0.00,0.00,0.04,986.0,100,67380.00,31.0,2.1,180,13.3
2025-01-28T03:00,2.1,65,-2.4,0.00,0.00,0.00,0.00,0.04,986.2,100,67040.00,24.5,2.2,192,12.2
2025-01-28T04:00,1.9,65,-2.9,0.00,0.00,0.00,0.00,0.04,986.3,100,65220.00,25.9,2.2,196,14.4
2025-01-28T05:00,1.8,65,-2.9,0.00,0.00,0.00,0.00,0.04,987.5,100,64840.00,27.7,2.7,195,14.0
2025-01-28T06:00,2.0,68,-2.5,0.00,0.00,0.00,0.00,0.04,987.8,100,62820.00,24.5,2.7,188,12.6
2025-01-28T07:00,2.1,69,-2.6,0.00,0.00,0.00,0.00,0.04,988.3,100,61540.00,25.6,2.9,185,14.8
2025-01-28T08:00,2.2,70,-2.5,0.00,0.00,0.00,0.00,0.03,988.8,100,62200.00,26.3,2.8,189,14.8
2025-01-28T09:00,2.5,72,-2.1,0.00,0.00,0.00,0.00,0.03,989.9,100,61040.00,25.9,2.6,187,14.4
2025-01-28T10:00,2.4,76,-2.1,0.00,0.00,0.00,0.00,0.03,991.0,100,59900.00,25.9,2.5,187,14.8
2025-01-28T11:00,2.3,76,-2.1,0.00,0.00,0.00,0.00,0.03,992.0,100,54500.00,24.1,2.5,190,13.7
2025-01-28T12:00,2.4,75,-1.8,0.00,0.00,0.00,0.00,0.03,992.9,100,54440.00,23.8,2.4,195,13.0
2025-01-28T13:00,2.5,75,-1.7,0.00,0.00,0.00,0.00,0.03,994.0,92,55660.00,22.3,2.3,200,12.2
2025-01-28T14:00,2.4,79,-1.7,0.00,0.00,0.00,0.00,0.04,994.6,93,47200.00,23.8,2.5,199,13.0
2025-01-28T15:00,2.4,81,-1.5,0.00,0.00,0.00,0.00,0.04,995.3,88,54840.00,23.0,2.4,200,11.9
2025-01-28T16:00,2.4,83,-1.2,0.00,0.00,0.00,0.00,0.04,996.1,88,53300.00,20.5,2.4,202,10.1
2025-01-28T17:00,2.1,84,-1.4,0.00,0.00,0.00,0.00,0.04,997.3,97,43680.00,17.6,1.8,192,9.0
2025-01-28T18:00,1.6,85,-1.9,0.00,0.00,0.00,0.00,0.04,997.9,100,35800.00,15.1,1.5,181,8.6
2025-01-28T19:00,1.6,85,-1.9,0.00,0.00,0.00,0.00,0.04,998.3,100,30700.00,14.4,1.3,182,8.3
2025-01-28T20:00,1.6,86,-1.9,0.00,0.00,0.00,0.00,0.04,999.2,88,18080.00,15.8,1.5,189,8.6
2025-01-28T21:00,1.7,84,-1.8,0.00,0.00,0.00,0.00,0.04,1000.0,96,17160.00,14.0,1.4,181,8.3
2025-01-28T22:00,1.7,84,-1.5,0.00,0.00,0.00,0.00,0.04,1000.5,80,18500.00,13.3,1.5,180,6.5
2025-01-28T23:00,1.6,82,-1.0,0.00,0.00,0.00,0.00,0.04,1001.2,98,18460.00,9.4,1.3,125,2.5
2025-01-29T00:00,0.9,80,-2.0,0.00,0.00,0.00,0.00,0.04,1001.6,93,22780.00,6.5,1.3,117,3.6
2025-01-29T01:00,0.5,82,-2.6,0.00,0.00,0.00,0.00,0.04,1001.6,61,27220.00,8.3,1.2,118,4.3
2025-01-29T02:00,-0.3,84,-3.2,0.00,0.00,0.00,0.00,0.05,1001.5,72,29160.00,7.9,1.1,65,2.9
2025-01-29T03:00,-1.0,84,-4.2,0.00,0.00,0.00,0.00,0.05,1001.3,27,28480.00,6.1,0.9,63,3.6
2025-01-29T04:00,-1.3,85,-4.9,0.00,0.00,0.00,0.00,0.05,1001.0,5,34080.00,10.4,1.0,61,6.5
2025-01-29T05:00,-1.2,84,-5.0,0.00,0.00,0.00,0.00,0.05,1001.2,1,29000.00,13.0,0.6,63,7.9
2025-01-29T06:00,-1.2,83,-5.2,0.00,0.00,0.00,0.00,0.05,1000.8,0,32040.00,15.8,0.8,64,9.0
2025-01-29T07:00,-0.8,81,-4.2,0.00,0.00,0.00,0.00,0.05,1000.7,5,34540.00,15.5,1.2,56,5.8
2025-01-29T08:00,-0.9,82,-4.3,0.00,0.00,0.00,0.00,0.03,1000.6,36,35860.00,11.9,1.6,46,5.4
2025-01-29T09:00,-0.5,81,-3.8,0.00,0.00,0.00,0.00,0.03,1001.0,39,38860.00,9.4,1.7,82,4.7
2025-01-29T10:00,-1.2,80,-4.9,0.00,0.00,0.00,0.00,0.03,1001.2,17,43060.00,11.9,2.1,164,6.8
2025-01-29T11:00,-0.6,74,-5.7,0.00,0.00,0.00,0.00,0.04,1001.0,20,43380.00,29.9,2.8,170,16.6
2025-01-29T12:00,-0.1,73,-4.7,0.00,0.00,0.00,0.00,0.04,1001.1,23,41480.00,29.9,2.8,170,13.3
2025-01-29T13:00,0.9,72,-3.4,0.00,0.00,0.00,0.00,0.04,1001.0,46,41480.00,24.1,2.9,166,11.9
2025-01-29T14:00,2.6,75,-0.5,0.00,0.00,0.00,0.00,0.04,1000.9,60,45760.00,21.6,3.2,154,5.4
2025-01-29T15:00,3.8,76,1.0,0.00,0.00,0.00,0.00,0.04,1001.0,62,45000.00,10.8,2.9,102,5.0
2025-01-29T16:00,3.5,78,1.1,0.00,0.00,0.00,0.00,0.04,1000.8,24,41940.00,9.0,3.0,126,1.8
2025-01-29T17:00,3.3,83,0.5,0.00,0.00,0.00,0.00,0.04,1001.0,34,41980.00,7.9,3.0,34,5.4
2025-01-29T18:00,2.5,84,-0.4,0.00,0.00,0.00,0.00,0.04,1001.2,52,35260.00,8.6,2.4,64,5.8
2025-01-29T19:00,1.9,87,-1.1,0.00,0.00,0.00,0.00,0.04,1001.6,91,30500.00,9.7,2.0,87,5.8
2025-01-29T20:00,1.7,89,-1.3,0.00,0.00,0.00,0.00,0.04,1001.6,49,34560.00,10.1,2.1,117,6.1
2025-01-29T21:00,1.6,87,-1.3,0.00,0.00,0.00,0.00,0.04,1001.6,66,32140.00,10.1,1.7,113,5.4
2025-01-29T22:00,1.3,85,-1.8,0.00,0.00,0.00,0.00,0.04,1001.7,65,30600.00,9.7,1.5,130,5.8
2025-01-29T23:00,0.9,85,-2.2,0.00,0.00,0.00,0.00,0.04,1001.4,84,27720.00,9.0,1.5,130,5.0
2025-01-30T00:00,0.9,86,-2.0,0.00,0.00,0.00,0.00,0.04,1001.6,94,25040.00,7.6,1.1,148,4.0
2025-01-30T01:00,0.9,86,-2.0,0.00,0.00,0.00,0.00,0.04,1001.6,92,26640.00,7.2,1.0,160,4.3
2025-01-30T02:00,0.6,87,-2.5,0.00,0.00,0.00,0.00,0.05,1001.4,67,24020.00,7.6,1.1,192,5.0
2025-01-30T03:00,0.6,87,-2.7,0.00,0.00,0.00,0.00,0.05,1001.6,46,21240.00,10.1,0.9,175,6.5
2025-01-30T04:00,0.6,86,-3.0,0.00,0.00,0.00,0.00,0.05,1001.5,39,18780.00,14.4,0.6,179,8.6
2025-01-30T05:00,0.5,85,-3.4,0.00,0.00,0.00,0.00,0.05,1001.9,49,24360.00,16.9,0.7,184,10.1
2025-01-30T06:00,0.5,85,-3.3,0.00,0.00,0.00,0.00,0.05,1002.2,74,25420.00,16.9,0.3,184,9.7
2025-01-30T07:00,0.5,84,-3.2,0.00,0.00,0.00,0.00,0.05,1002.2,81,29420.00,15.8,0.1,183,8.6
2025-01-30T08:00,0.5,85,-3.1,0.00,0.00,0.00,0.00,0.04,1002.2,80,35700.00,14.0,-0.4,177,8.3
2025-01-30T09:00,0.3,85,-3.3,0.00,0.00,0.00,0.00,0.04,1002.8,89,35800.00,14.4,-0.6,175,8.6
2025-01-30T10:00,0.3,83,-3.4,0.00,0.00,0.00,0.00,0.04,1003.3,87,37200.00,14.8,-0.5,179,8.6
2025-01-30T11:00,0.2,80,-3.7,0.00,0.00,0.00,0.00,0.04,1003.8,78,39800.00,16.2,-0.1,184,9.7
2025-01-30T12:00,0.3,78,-3.8,0.00,0.00,0.00,0.00,0.04,1004.0,46,48280.00,18.4,0.1,193,10.8
2025-01-30T13:00,1.0,77,-3.2,0.00,0.00,0.00,0.00,0.04,1004.6,97,54980.00,19.8,0.6,194,11.5
2025-01-30T14:00,1.4,78,-2.7,0.00,0.00,0.00,0.00,0.05,1004.6,100,50300.00,20.5,0.4,192,11.9
2025-01-30T15:00,1.6,80,-2.5,0.00,0.00,0.00,0.00,0.04,1004.6,100,53820.00,20.9,1.0,191,11.9
2025-01-30T16:00,1.9,89,-1.8,0.20,0.20,0.00,0.00,0.04,1005.1,96,53440.00,21.6,1.4,186,11.2
2025-01-30T17:00,1.9,88,-1.3,0.60,0.60,0.00,0.00,0.04,1005.9,99,44020.00,19.8,1.7,181,7.9
2025-01-30T18:00,1.7,88,-2.0,0.20,0.20,0.00,0.00,0.04,1006.1,100,37960.00,19.1,2.1,184,11.2
2025-01-30T19:00,1.8,89,-2.2,0.20,0.20,0.00,0.00,0.04,1006.4,97,35140.00,23.0,2.5,201,13.0
2025-01-30T20:00,2.1,86,-2.1,0.00,0.00,0.00,0.00,0.05,1006.9,97,34980.00,23.8,2.7,196,13.7
2025-01-30T21:00,2.1,86,-1.9,0.00,0.00,0.00,0.00,0.05,1007.2,95,40080.00,24.1,2.8,195,13.3
2025-01-30T22:00,1.7,89,-2.4,0.00,0.00,0.00,0.00,0.05,1007.8,87,43620.00,24.1,2.8,196,13.7
2025-01-30T23:00,1.4,90,-2.7,0.00,0.00,0.00,0.00,0.05,1008.2,83,40640.00,23.8,2.9,194,13.7
2025-01-31T00:00,1.2,91,-2.9,0.00,0.00,0.00,0.00,0.05,1008.6,99,40640.00,25.6,2.9,197,13.3
2025-01-31T01:00,1.6,95,-1.7,0.30,0.30,0.00,0.00,0.05,1009.2,100,22960.00,24.8,2.6,219,9.4
2025-01-31T02:00,1.8,95,-1.5,0.10,0.10,0.00,0.00,0.05,1009.7,100,11560.00,20.5,2.4,208,9.0
2025-01-31T03:00,2.2,94,-2.1,0.50,0.50,0.00,0.00,0.05,1010.7,100,10780.00,30.6,2.6,293,16.6
2025-01-31T04:00,2.2,93,-1.7,0.10,0.10,0.00,0.00,0.05,1011.5,99,8520.00,29.5,1.9,290,13.0
2025-01-31T05:00,2.1,94,-2.1,0.30,0.30,0.00,0.00,0.05,1012.6,96,9760.00,29.5,1.9,280,15.5
2025-01-31T06:00,2.5,91,-0.6,0.00,0.00,0.00,0.00,0.05,1013.1,86,18960.00,28.1,2.3,266,7.9
2025-01-31T07:00,2.2,90,-1.3,0.00,0.00,0.00,0.00,0.05,1014.1,54,21280.00,17.3,2.2,199,10.1
2025-01-31T08:00,1.6,84,-2.3,0.00,0.00,0.00,0.00,0.04,1014.8,81,25640.00,19.8,2.0,220,11.2
2025-01-31T09:00,1.7,87,-2.2,0.00,0.00,0.00,0.00,0.04,1015.6,71,28640.00,21.6,1.9,216,11.9
2025-01-31T10:00,1.3,89,-2.9,0.00,0.00,0.00,0.00,0.04,1016.1,47,27360.00,25.2,1.8,208,13.7
2025-01-31T11:00,1.2,89,-2.5,0.40,0.40,0.00,0.00,0.04,1017.6,76,23560.00,24.8,1.5,254,10.1
2025-01-31T12:00,1.5,84,-2.5,0.20,0.20,0.00,0.00,0.04,1018.2,36,22800.00,23.4,1.6,259,11.9
2025-01-31T13:00,2.1,82,-2.8,0.00,0.00,0.00,0.00,0.04,1019.0,42,21280.00,33.1,1.6,254,18.7
2025-01-31T14:00,2.7,86,-0.7,0.40,0.40,0.00,0.00,0.06,1020.2,49,29380.00,34.2,2.1,234,9.4
2025-01-31T15:00,2.9,82,-0.8,0.00,0.00,0.00,0.00,0.06,1021.0,45,30500.00,19.1,2.2,239,10.4
2025-01-31T16:00,2.8,82,-1.0,0.00,0.00,0.00,0.00,0.06,1021.9,76,29000.00,20.9,2.2,243,11.9
2025-01-31T17:00,1.9,85,-1.4,0.00,0.00,0.00,0.00,0.06,1022.6,67,24520.00,18.0,2.0,233,7.9
2025-01-31T18:00,1.7,89,-2.1,0.10,0.10,0.00,0.00,0.06,1023.3,75,23940.00,23.0,2.0,254,11.5
2025-01-31T19:00,1.6,89,-2.2,0.00,0.00,0.00,0.00,0.06,1023.9,73,23060.00,21.2,2.0,223,11.5
2025-01-31T20:00,1.3,90,-2.7,0.00,0.00,0.00,0.00,0.06,1024.6,64,26320.00,22.0,2.0,209,12.6
2025-01-31T21:00,1.1,89,-3.0,0.00,0.00,0.00,0.00,0.06,1025.4,64,27320.00,23.4,2.0,210,13.0
2025-01-31T22:00,1.2,85,-2.7,0.00,0.00,0.00,0.00,0.06,1026.4,99,31080.00,22.3,2.0,208,11.2
2025-01-31T23:00,0.9,91,-2.4,0.00,0.00,0.00,0.00,0.06,1027.4,84,28340.00,21.2,1.6,187,7.6
2025-02-01T00:00,0.9,90,-3.0,0.10,0.10,0.00,0.00,0.06,1027.6,79,27740.00,20.2,1.6,190,11.5
2025-02-01T01:00,0.7,88,-2.9,0.00,0.00,0.00,0.00,0.06,1028.4,45,28220.00,20.2,1.6,187,9.4
2025-02-01T02:00,0.3,87,-3.4,0.00,0.00,0.00,0.00,0.07,1028.5,39,25660.00,15.8,1.3,181,8.6
2025-02-01T03:00,-0.3,86,-4.8,0.00,0.00,0.00,0.00,0.07,1028.9,39,26080.00,24.5,1.4,192,14.4
2025-02-01T04:00,-0.8,85,-5.4,0.00,0.00,0.00,0.00,0.07,1029.4,40,24820.00,25.9,1.3,189,13.7
2025-02-01T05:00,-1.2,86,-5.6,0.00,0.00,0.00,0.00,0.07,1029.4,8,22200.00,22.7,0.9,181,13.0
2025-02-01T06:00,-1.1,86,-5.3,0.00,0.00,0.00,0.00,0.07,1029.3,3,23360.00,21.6,0.8,188,11.5
2025-02-01T07:00,-1.1,84,-5.7,0.00,0.00,0.00,0.00,0.07,1029.2,6,22860.00,22.7,0.5,186,13.3
2025-02-01T08:00,-0.8,84,-5.1,0.00,0.00,0.00,0.00,0.05,1029.4,12,20760.00,24.5,0.4,186,12.2
2025-02-01T09:00,-0.9,81,-5.4,0.00,0.00,0.00,0.00,0.05,1029.9,16,22400.00,20.9,0.2,190,12.2
2025-02-01T10:00,-1.2,81,-5.6,0.00,0.00,0.00,0.00,0.05,1030.4,83,28000.00,21.6,0.1,187,12.2
2025-02-01T11:00,-1.2,77,-5.7,0.00,0.00,0.00,0.00,0.05,1030.8,88,25120.00,21.2,0.1,191,11.5
2025-02-01T12:00,-0.7,76,-4.5,0.00,0.00,0.00,0.00,0.05,1030.7,89,28600.00,19.4,-0.2,194,7.6
2025-02-01T13:00,0.3,75,-3.1,0.00,0.00,0.00,0.00,0.05,1030.1,86,28220.00,13.7,-0.1,161,5.4
2025-02-01T14:00,0.7,75,-2.2,0.00,0.00,0.00,0.00,0.06,1029.5,41,24580.00,10.4,0.7,230,2.5
2025-02-01T15:00,0.8,74,-2.2,0.00,0.00,0.00,0.00,0.06,1029.5,34,21220.00,6.8,0.7,196,2.9
2025-02-01T16:00,0.4,76,-2.3,0.00,0.00,0.00,0.00,0.06,1029.2,24,22180.00,5.0,1.0,58,1.1
2025-02-01T17:00,0.0,77,-3.3,0.00,0.00,0.00,0.00,0.06,1028.2,53,19740.00,7.2,0.7,83,4.7
2025-02-01T18:00,-0.9,78,-4.4,0.00,0.00,0.00,0.00,0.06,1028.1,1,20040.00,9.7,0.4,162,5.4
2025-02-01T19:00,-1.7,69,-5.6,0.00,0.00,0.00,0.00,0.06,1028.7,94,23600.00,10.4,-0.0,159,6.1
2025-02-01T20:00,-2.1,67,-6.2,0.00,0.00,0.00,0.00,0.06,1028.2,93,21640.00,11.5,-0.6,189,7.2
2025-02-01T21:00,-2.3,64,-6.3,0.00,0.00,0.00,0.00,0.06,1027.8,86,26060.00,11.5,-1.1,160,5.8
2025-02-01T22:00,-2.2,63,-6.1,0.00,0.00,0.00,0.00,0.06,1027.6,95,28740.00,9.4,-1.2,184,5.0
2025-02-01T23:00,-2.7,61,-6.7,0.00,0.00,0.00,0.00,0.06,1027.2,82,26740.00,9.4,-1.6,163,5.0
